rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1, unit purchas way gen  plus reason purchas work well want room well switch work great issu past ghost command alexa would answer question one ask think recent ipdat may resolv keep improv time call capabl work adapt smart home far cheapest best way far can't wait see come next,0.271,0.038,0.691,277
5,1,love play music everyday voic  activ make easi,0.524,0.0,0.476,46
3,1,cant get multipl profil work spin ad  user pass devic prompt,0.0,0.0,1.0,60
5,1,love  use music turn light,0.512,0.0,0.488,26
5,1,great sound respons command,0.577,0.0,0.423,27
5,1,thing great good sound everyth expect link light use alarmcom well,0.532,0.0,0.468,66
5,1,problem whatsoev make life easi sound great,0.347,0.229,0.424,43
5,1,use devic  use turn light around hous  work alexa devic give command near process request  also handl function devic enjoy much thought would,0.127,0.0,0.873,141
5,1,love echo plus,0.677,0.0,0.323,14
5,1,like echo plus  built hub work seamless compat devic  amazon make great product havent singl issu one devic echo dot etc,0.316,0.0,0.684,120
5,1,hesit purchas anyth smart home good electron  howev surpris easi set link bluetooth sound bar tv provid extra sound music make call final hear peopl home cabl paid app like netflix hulu alexa provid news station weather updat realli great hear link account turn light walk door purchas reorder amazon pet heard someth bad happen home would place call  regardless unplug  import extra layer protect someon live alon  tech savvi bf went bought week must buy,0.185,0.039,0.775,455
5,1,love echo plus cousin itali visit love  want give one howev work itali someon pleas answer question asap,0.393,0.0,0.607,104
5,1,total enjoy new echo plus  great fast fact listen beauti music  get start benefit,0.491,0.0,0.509,81
3,1,devic tout abl link calendar samsung phone googl cant get work,0.0,0.13,0.87,62
5,1,love product,0.808,0.0,0.192,12
5,1,music news shop list joke game,0.306,0.0,0.694,30
5,1,work well need speak clear pick command good distanc sound surpris well,0.548,0.0,0.452,71
1,0,ill return  noth annoy  hub cant turn need interfer hue bridg  cant even instal philip light unless unplug  plenti review go depth issu  bottom line suck hub  doesnt support zwave zigbe fair knew advanc one protocol support doesnt mani function dedic one what point  notic right away philip hue bridg support firmwar upgrad light bulb doesnt  found rather interest,0.107,0.185,0.708,364
5,1, ,0.0,0.0,0.0,1
2,0,echo link direct tv even though said would spent multipl hour made phone call text also miss free bulb,0.151,0.073,0.776,102
5,1,still learn amaz simpl work right box frustrat get amazon alexa app show samsunggalaxi googl android,0.102,0.0,0.898,100
5,1,well say  love  love  love  enough said,0.831,0.0,0.169,39
2,0,doesnt use appl music  worthless without  sound qualiti also poor,0.0,0.429,0.571,65
5,1,great product easi instal use necess commod,0.406,0.0,0.594,43
4,1, ,0.0,0.0,0.0,1
5,1,work great bought direct amazon got tell item echo show echo plus best item ever kind tech geek disabl person help turn light schedul doctor appoint use googl voic phone get medic ride hospit play music cue multipl web app watch video well communic nurs aid schedul calendar event wish program help disabl peopl get smart light liter best item sinc chocol assist disabl liter anybodi els need although echo show hub set echo plus hub light use amazon devic shut light thank god work ass turn light thank amazon save enough money buy gift card affirmcom purchas  light rest hous jeff bezo awesom item allow get amazon prime lower cost due disabl final abl buy item prime day event realli help earn month  ssdi thank,0.35,0.045,0.606,714
2,0,im sure echo cool everyon saysbut wont get tri one even though larg cover porchth packag left top step day forecast  chanc rainand rain soak packag im even go open see bad damag order curs begin order birthday gift deliveri made schedul day get rainsoak,0.176,0.066,0.758,253
5,1,far love  easi set  anybodi  speaker great fun play music voic command,0.636,0.0,0.364,70
1,0,tec smart enough make work send back cant get help eco dot work fine complacatedi want bigger speaker,0.263,0.102,0.635,101
3,1,long time amazon prime famili mani year new alexa world thought purchas alexa plus hub includ phillip hue light bulb would great start alexa lot good thing us like alarm morn verbal book play music command even link sirriusxm account good daili stuff good sound bose ad say   dont need anyth els oper devic well understand differ product devic  support fact came hue light bulb work dim bulb bulb capabl much hue app hue app recogn alexa hub bridg appear get philip bridg set bulb scene time light away set color tone etc done via internet phone tablet away home list goe capabl without bridg disappoint find fact point feel misl amazon includ hue bulb without explan mayb throw good discount way get hue bridg keep echo plus invest light bulb,0.205,0.016,0.779,743
5,1, ,0.0,0.0,0.0,1
4,1,love play well amazon prime mani shortcom potenti fee,0.675,0.0,0.325,53
5,1,item describ deliv time  thank,0.385,0.0,0.615,30
4,1,bought  plus  echo dot  generat prime day love echo plus easi setup reason  star fact one arriv free philip hue white  singl led bulb work amazon alexa one call find,0.254,0.0,0.746,165
1,0,product  light bar never went orang  googl reset instruct actual differ packag instruct tri  product defect,0.0,0.138,0.862,107
5,1,exact want speedi shippingthank much,0.245,0.0,0.755,36
5,1,easi instal,0.0,0.0,1.0,11
5,1,origin echo realli like want anoth one basement realiz isnt huge stereo set doesnt sound bad definit doesnt take much room great price echo plus prime day order two,0.293,0.053,0.654,164
5,1,bought prime day save lotsi  larg blue tooth speaker hous use year echo plus louder  combin time impress clariti volumeyou need paid subscript form steam audio that sad fact it'll play pandora spotifi it limit skip song select without subscriptiondo stream youtub music youtub audioappl user disappoint see it conveni appl deviceoveral still love devic i'll get dot audio jack echo plus connect extern speaker,0.164,0.075,0.761,409
2,0,think get long time excit arriv bundl philip hue bulb  excit end quick  spend total  hour attempt add bulb alexa echo plus  everyth tri end discoveri fail messag  tri set  watch youtub video  read set websit  poster child insan thing expect differ resultsth next day went onto amazon get tech support  hope someth would done make thing work also problem oper error  well  tech support staff  hr  min phone still didnt work  product test patienc  far experi shift mindset go smart home kick old schoolth reason gave two star amazon send differ echo plus light bulb  problem wasnt bulb pack item purchas anoth bulb still alexa couldnt locat devicei pray next attempt success revis rate odd ship defect echo  support person thought  mayb explor googl devic cant get look hub  look like defuseri cant believ didnt find youtub video show problem  everyth look simpl seamlessnot experi  ok im done review spend enough wast time weekend alreadi,0.149,0.113,0.738,937
4,1,got pretti good deal prime day event sound pretti good work well far,0.441,0.0,0.559,68
5,1,nice take space,0.583,0.0,0.417,15
5,1,im origin purchas echo came limit test phase ive alway love expand alexa usag ad echo dot around hous final decid jump buy echo plus let tell great choic much love origin echo plus obvious upgrad immedi notic sound great fact got built hub philip hue light huge plus,0.33,0.0,0.67,266
1,0,receiv wrong productwa excit instal excit gone thank amazon,0.316,0.233,0.451,59
4,1,i'm troubl alarm time doesn't work timer doesn't end alexa keep say unavail,0.0,0.167,0.833,75
5,1,love wish could play amazon music devic without buy addit subscript,0.611,0.0,0.389,67
5,1,sound littl better origin plus interrog zigbe hub  hub compat ge link bulb,0.195,0.0,0.805,74
4,1,got tri side side echo original essenti dimens weight woofer save smaller tweeter point instead built hub mani folk alreadi point hub direct replac philip hue z wave anyth els provid sub set featur avail stand alon hub end lose function took grant dedic hub voic recognit music play capabl origin echo may edg volum depart due larger speaker new echo plus price lower origin echo built hub dont realli need hub less function addit dont think amazon softwar updat hub dedic hub would bug could end never fix philip hub get softwar updat probabl everi coupl month keep chang new bulb fw fix bug net net echo anyth origin echo sound qualiti good  origin echo avail refurbish would check first consid new echo clear inferior,0.113,0.065,0.823,720
2,0,need buy  hub get work samsung tvs mani devic  want money back  thing wont even turn tv unless buy anoth hub  what point hub doesnt support half devic  dont buy thing unless want spend anoth  anoth hub  wont work mani devic  echo dot must  better yet get googl devic  actual understand talk,0.099,0.04,0.861,290
5,1,love live room,0.677,0.0,0.323,14
5,1,absolut love  thing would make better recharg  play  music  bluetooth speaker outsid go insid chang song,0.422,0.0,0.578,104
1,0,purchas echo plus built hub came free philip hue bulb  got everyth set realiz echo plus hub won't allow full function bulb  turn light onoff dim  chang color  still hue bridg full function featur bulb  wish i'd bought bulb bridg separ use echo alreadi sinc built hub echo essenti useless i'll buy hue bridg get full benefit light,0.135,0.067,0.797,329
2,0,volum set half less speaker sound like someth rattl crackl vibrat  id understand volum set higher  speaker get distort overdriven  doesnt sound like overdriven case sound like rattlecrackl  possibl bass high  learn abil adjust sound characterist volum  attempt exchang assum isol problem,0.097,0.146,0.757,287
5,1,sound fantast classic  music like orchestra home control sound screamig twist top also tell   volum ,0.249,0.0,0.751,100
5,1,love alexa make fun peopl around see first time,0.517,0.0,0.483,47
3,1,suppos get “free” lightbulb purchas come echo upon read care say click box receiv free bulb 😳 cours want free bulb wouldn't sneaki way get give mani “ free”  bulb away disappoint  yet set echo first purchas alexia devic debat want keep come quick prime membership,0.221,0.048,0.731,263
1,0,bought didn't realiz plug work isn't conveni make alway connect wall should'v clear bought,0.167,0.0,0.833,90
5,1, ,0.0,0.0,0.0,1
5,1,alexa help light music help kid think know everyth know noth  lol  sweet  love  much purchas  alexa great purchas uncl live got wasnt keen best friend tell goodmorn say back along descript someth happen today someth special happen year ago day well sang happi birthday  lolol  educ self thing never knew laugh thing may say wait see respons someth hes ask  love think go hate,0.302,0.156,0.541,375
5,1,incred piec technologyi right center live room island kitchen counter mic speaker goe everi direct qualiti sound quit good connect echo via bluetooth soni soundbar tv find echo placement  sound appeal audiophil equip good rang decent bass sound adequ indoor entertain loud enough bother neighbor build knob top work great adjust volum first echo devic would imagin press volum button echo  larg inconveni precis alon would recommend regular echo  generationth piec look qualiti quit sturdi weight rubber materi bottom good grip granit counter cat even rub scent without tip overthi order came free philip hue bulb instal along extra one bought put  bulb live room floor lamp turn light say  connect  default name bulb assign     dimmer floor lamp turn onoff one light say  turn second  alexa app creat group     name group   turn lamp bulb shine say  turn  surpris easili bulb connect echo plus built hub thought would buy hub bridg connect floor lamp power plug appar technolog built direct insid bulb surpris awesomeyou feel like toni stark devic ad quit  like thunderstorm sound quot day  alexa alway load quick ad song hear specif playlist amazon music also great featurei go second day ownershipi lucki buy  prime day think  pretti expens consid echo   opinion pay premium echo plus decid valu  taller  sound  volum knob top spin think huge benefit  built hub hue bulb research con setup plan advanc light setup floor lamp perfecti high recommend buy echo dot bedroom,0.161,0.014,0.824,1472
4,1,easi instal clear speaker took one star deliv late ontraclik usual,0.206,0.0,0.794,66
5,1,love love love,1.0,0.0,0.0,14
1,0, ,0.0,0.0,0.0,1
5,1,good product,0.744,0.0,0.256,12
1,0,would like tell reason hate like speaker suck color shape even way smell honest say number reason hate devic tri set  avail  echo devic alreadi set use quit regular reset phone galaxi  check app updat cycl power echo unit attempt work networktechnolog industri live  year lack experi knowledg problem use app devic even tell connect follow app continu set set screen continu roll  dot around screen  minut app lock phone forc app close restart phone echo tri figur  enough shouldnt hard techi imagin bad prove peopl clue technologyi hope wont call ill tell em send product back,0.136,0.158,0.706,577
